Product Name,Purchase Order Date,Purchase Order Number,Purchase Quantity
Fog City Farms - Pacific Gas 3.5g,2025-01-28 8:10:17,PO-0001261,256
Lost Farm - Sample - Watermelon (Ice Cream Cake) Live Rosin Gummies 100mg,2025-04-11 9:51:28,PO-0001535,25
Side Hustle - 9lb Hammer Disposable 1g,2025-03-03 15:05:57,PO-0001388,200
Dope St. - Jelly Donut 14g,2025-03-17 12:27:02,PO-0001432,317
Side Hustle - 9lb Hammer Disposable 1g,2025-04-21 13:52:28,PO-0001561,60
Side Hustle - 9lb Hammer Disposable 1g,2025-03-10 16:03:57,PO-0001411,100
Side Hustle - 9lb Hammer Disposable 1g,2025-03-25 9:10:44,PO-0001465,200
Uncle Arnie's - Cherry Limeade 10mg,2025-01-17 10:35:21,PO-0001230,264
Uncle Arnie's - Cherry Limeade 10mg,2025-04-22 16:47:13,PO-0001567,240
Plug Play - DNA Super Lemon Haze 1g,2025-03-13 11:27:22,PO-0001425,60
Plug Play - DNA Super Lemon Haze 1g,2025-04-24 12:52:45,PO-0001571,50
Uncle Arnie's - Cherry Limeade 10mg,2025-01-28 11:29:27,PO-0001263,48
Uncle Arnie's - Cherry Limeade 10mg,2025-03-13 11:07:43,PO-0001427,168
Uncle Arnie's - Cherry Limeade 10mg,2025-03-03 16:22:11,PO-0001391,288
Uncle Arnie's - Cherry Limeade 10mg,2025-03-24 10:53:37,PO-0001459,408
Uncle Arnie's - Cherry Limeade 10mg,2025-02-24 11:39:27,PO-0001365,408
Uncle Arnie's - Cherry Limeade 10mg,2025-02-13 13:24:53,PO-0001335,72
Stiiizy - Gelato Pod 1g,2025-01-31 10:54:33,PO-0001275,200
Uncle Arnie's - Cherry Limeade 10mg,2025-01-07 10:20:49,PO-0001198,528
Uncle Arnie's - Cherry Limeade 10mg,2025-03-18 15:19:39,PO-0001443,168
West Coast Cure - Rainbow Sherbet Preroll 1g,2025-01-22 16:54:58,PO-0001249,40
West Coast Cure - Rainbow Sherbet Preroll 1g,2025-02-12 10:20:00,PO-0001326,180
Stiiizy - Gelato Pod 1g,2025-01-22 10:20:28,PO-0001245,190
Uncle Arnie's - Cherry Limeade 10mg,2025-02-07 8:36:04,PO-0001295,264
West Coast Cure - Rainbow Sherbet Preroll 1g,2025-03-26 18:08:08,PO-0001474,100
Stiiizy - Gelato Pod 1g,2025-02-25 14:31:57,PO-0001373,480
Stiiizy - Gelato Pod 1g,2025-03-21 13:40:13,PO-0001455,200
Stiiizy - Gelato Pod 1g,2025-04-25 10:12:10,PO-0001580,100
Stiiizy - Gelato Pod 1g,2025-04-01 15:45:38,PO-0001494,100
Uncle Arnie's - Cherry Limeade 10mg,2025-04-02 11:31:22,PO-0001497,192
West Coast Cure - Rainbow Sherbet Preroll 1g,2025-02-26 13:22:49,PO-0001377,200
Lime - Sativa Preroll 1g,2025-01-23 14:27:09,PO-0001251,550
Lime - Sativa Preroll 1g,2025-01-20 14:22:21,PO-0001236,200
Jeeter - Watermelon ZKZ Liquid Diamond Vape 1g,2025-01-27 8:46:15,PO-0001253,276
Jeeter - Watermelon ZKZ Liquid Diamond Vape 1g,2025-03-25 14:28:17,PO-0001469,600
Jeeter - Watermelon ZKZ Liquid Diamond Vape 1g,2025-01-27 8:46:15,PO-0001253,400
Jeeter - High Tide Infused Preroll 1g,2025-03-18 14:46:09,PO-0001441,300
Rove - Blue Dream RTU Reload Live Resin Diamonds Pod 1g,2025-03-19 14:01:16,PO-0001446,60
High Five - Bacio 5g,2025-04-12 9:15:43,PO-0001539,515
West Coast Cure - Rainbow Sherbet Preroll 1g,2025-02-04 15:52:41,PO-0001288,180
Good Tide - Sample - Passion Fruit Gummies 1:1:1 THC:CBD:CBN,2025-02-21 10:39:30,PO-0001364,100
West Coast Cure - Rainbow Sherbet Preroll 1g,2025-01-28 9:16:58,PO-0001262,200
West Coast Cure - Rainbow Sherbet Preroll 1g,2025-02-18 11:30:36,PO-0001352,150
Vet CBD - Extra Strength Tincture 500:50mg 2oz,2025-02-24 16:17:32,PO-0001369,10
Vet CBD - Extra Strength Tincture 500:50mg 2oz,2025-03-31 12:20:14,PO-0001482,10
Fog City Farms - Coastal Runtz 3.5g,2025-04-05 11:51:48,PO-0001510,448
Lime - Sample - Hybrid Preroll 1g,2025-02-14 11:24:17,PO-0001339,10
Lime - Sample - Hybrid Preroll 1g,2025-03-03 9:46:34,PO-0001386,10
Lime - Sample - Hybrid Preroll 1g,2025-01-30 11:51:05,PO-0001271,10
Lime - Sample - Hybrid Preroll 1g,2025-03-26 10:37:12,PO-0001471,10
Almora - Sample - Sriracha Canna-Corn Kernels 10mg,2025-04-04 15:15:35,PO-0001509,6
Almora - Sample - Sriracha Canna-Corn Kernels 10mg,2025-03-12 13:22:45,PO-0001422,5
CES - Chimera Budder 1g,2025-02-19 12:38:31,PO-0001356,120
Side Hustle - Blueberry Gelato Preroll 1g,2025-04-21 13:52:28,PO-0001561,500
Yummi Karma - Wicked Apple Tincture 1000mg,2025-02-24 14:52:47,PO-0001368,24
Yummi Karma - Wicked Apple Tincture 1000mg,2025-03-10 16:03:57,PO-0001411,192
Yummi Karma - Wicked Apple Tincture 1000mg,2025-01-20 15:21:33,PO-0001240,24
Yummi Karma - Wicked Apple Tincture 1000mg,2025-02-03 15:26:22,PO-0001283,48
Yummi Karma - Wicked Apple Tincture 1000mg,2025-02-17 12:17:17,PO-0001343,48
Yummi Karma - Wicked Apple Tincture 1000mg,2025-03-17 13:29:29,PO-0001434,24
Yummi Karma - Wicked Apple Tincture 1000mg,2025-03-03 15:05:57,PO-0001388,72
Stiiizy - King Louis XIII 40's Mini Infused Blunts 5pk,2025-03-12 10:08:33,PO-0001420,390
Stiiizy - King Louis XIII 40's Mini Infused Blunts 5pk,2025-01-22 10:20:28,PO-0001245,240
Rove - Blue Dream RTU Reload Live Resin Diamonds Pod 1g,2025-03-12 12:52:03,PO-0001421,390
Rove - Blue Dream RTU Reload Live Resin Diamonds Pod 1g,2025-02-25 13:24:52,PO-0001372,200
Uncle Arnie's - Grape Soda 100mg,2025-04-22 16:47:13,PO-0001567,96
Rove - Blue Dream RTU Reload Live Resin Diamonds Pod 1g,2025-01-07 11:57:39,PO-0001199,130
Uncle Arnie's - Grape Soda 100mg,2025-03-03 16:22:11,PO-0001391,240
Uncle Arnie's - Grape Soda 100mg,2025-04-02 11:31:22,PO-0001497,120
Uncle Arnie's - Grape Soda 100mg,2025-02-13 13:24:53,PO-0001335,192
Uncle Arnie's - Grape Soda 100mg,2025-03-13 11:07:43,PO-0001427,192
Uncle Arnie's - Grape Soda 100mg,2025-02-24 11:39:27,PO-0001365,288
Uncle Arnie's - Grape Soda 100mg,2025-02-03 10:41:33,PO-0001279,96
Uncle Arnie's - Grape Soda 100mg,2025-02-07 8:36:04,PO-0001295,120
Uncle Arnie's - Grape Soda 100mg,2025-03-24 10:53:37,PO-0001459,216
Uncle Arnie's - Grape Soda 100mg,2025-01-28 11:29:27,PO-0001263,288
Rove - Blue Dream RTU Reload Live Resin Diamonds Pod 1g,2025-03-29 12:17:24,PO-0001481,410
Rove - Blue Dream RTU Reload Live Resin Diamonds Pod 1g,2025-01-21 15:42:35,PO-0001244,360
Bear Labs - Nectarine Haze Budder 1g,2025-02-05 16:13:23,PO-0001291,200
West Coast Cure - Blue Dream Vape 1g,2025-02-12 10:20:00,PO-0001326,200
West Coast Cure - Blue Dream Vape 1g,2025-01-28 9:16:58,PO-0001262,100
Traditional - Boba Badder 1g,2025-01-22 12:30:35,PO-0001247,170
West Coast Cure - Blue Dream Vape 1g,2025-02-18 11:30:36,PO-0001352,100
Plug Play - DNA Animal Mintz 1g,2025-02-13 13:12:25,PO-0001333,140
Plug Play - DNA Animal Mintz 1g,2025-01-30 12:10:03,PO-0001273,50
Plug Play - DNA Animal Mintz 1g,2025-04-03 14:44:35,PO-0001508,50
West Coast Cure - GMO Preroll 1g,2025-01-22 16:54:58,PO-0001249,210
Almora - Guava Tart 3.5g,2025-04-18 12:20:23,PO-0001559,384
West Coast Cure - GMO Preroll 1g,2025-01-28 9:16:58,PO-0001262,40
West Coast Cure - GMO Preroll 1g,2025-02-26 13:22:49,PO-0001377,70
WVY - LA Kush Cake Budder 1g,2025-01-14 15:43:04,PO-0001216,400
West Coast Cure - Blue Dream Vape 1g,2025-01-22 16:54:58,PO-0001249,60
Rove - Blue Dream RTU Reload Live Resin Diamonds Pod 1g,2025-02-11 12:17:32,PO-0001325,270
Almora - Guava Tart 3.5g,2025-03-12 13:22:45,PO-0001422,384
Jeeter - Berry White Infused Baby Preroll 5pk,2025-01-27 8:46:15,PO-0001253,1000
Yummi Karma - Watermelon Tincture 1:1 2000mg,2025-01-20 15:21:33,PO-0001240,3
Yummi Karma - Watermelon Tincture 1:1 2000mg,2025-01-20 15:21:33,PO-0001240,60
Yummi Karma - Watermelon Tincture 1:1 2000mg,2025-04-21 13:52:28,PO-0001561,24
Yummi Karma - Watermelon Tincture 1:1 2000mg,2025-03-25 9:10:44,PO-0001465,72
Yummi Karma - Watermelon Tincture 1:1 2000mg,2025-02-17 12:17:17,PO-0001343,24
Camino - Promo - Wild Cherry Gummies CBC:CBG 5:5:5 30mg,2025-03-03 16:39:54,PO-0001392,192
Jeeter - Sour Tsunami Infused Preroll 1g,2025-02-28 14:53:10,PO-0001385,300
Made - Madelato 3.5g,2025-04-02 11:20:57,PO-0001496,480
Stiiizy - Purple Punch 40's Mini Infused Blunts 5pk,2025-04-01 15:45:38,PO-0001494,300
Not Your Father's - Sample - Alpine Splash 100mg,2025-02-06 15:50:07,PO-0001293,96
Fog City Farms - Sample - Hashburger Smalls 7g,2025-01-28 8:10:17,PO-0001261,20
Fog City Farms - Sample - Hashburger Smalls 7g,2025-04-05 11:51:48,PO-0001510,20
Fog City Farms - Sample - Hashburger Smalls 7g,2025-01-16 16:05:22,PO-0001229,20
Fog City Farms - Sample - Hashburger Smalls 7g,2025-04-25 9:47:23,PO-0001579,20
Yummi Karma - Watermelon Tincture 1:1 2000mg,2025-04-14 11:46:55,PO-0001544,48
Fog City Farms - Sample - Hashburger Smalls 7g,2025-01-23 8:22:31,PO-0001250,20
Yummi Karma - Watermelon Tincture 1:1 2000mg,2025-02-03 15:26:22,PO-0001283,120
Yummi Karma - Watermelon Tincture 1:1 2000mg,2025-01-20 15:21:33,PO-0001240,57
Fog City Farms - Sample - Hashburger Smalls 7g,2025-03-25 8:58:46,PO-0001464,20
Fog City Farms - Sample - Hashburger Smalls 7g,2025-02-14 10:28:24,PO-0001338,20
West Coast Cure - Juicy Blueberries Live Resin Disposable 1g,2025-03-26 18:08:08,PO-0001474,860
Lime - Sativa Preroll 1g,2025-02-14 11:24:17,PO-0001339,475
Lime - Sativa Preroll 1g,2025-04-03 12:31:55,PO-0001505,300
Nuggies - Headband Smalls 20g,2025-03-03 11:28:00,PO-0001387,976
Presidential - Apriscotti Moxie Blunt 1.5g,2025-03-07 9:22:46,PO-0001402,280
Presidential - Apriscotti Moxie Blunt 1.5g,2025-03-19 12:45:59,PO-0001445,350
Presidential - Apriscotti Moxie Blunt 1.5g,2025-02-26 15:57:18,PO-0001378,40
Presidential - Apriscotti Moxie Blunt 1.5g,2025-01-15 10:22:44,PO-0001218,200
Jeeter - Milk Man Infused Baby Preroll 5pk 2.5g,2025-01-15 12:35:18,PO-0001221,275
Blem - Bax Juice 3.5g,2025-02-18 11:04:32,PO-0001349,38
Blem - Bax Juice 3.5g,2025-02-18 11:04:32,PO-0001349,58
Lime - Blueberry Headband Infused Preroll 1.75g,2025-01-23 14:27:09,PO-0001251,30
Wyld - Raspberry Sativa Gummies 100mg,2025-01-17 13:24:23,PO-0001233,200
Yummi Karma - Birthday Cake Tincture 1000mg,2025-03-31 15:17:06,PO-0001486,24
Jeeter - Strawberry Cough Infused Baby Preroll 5pk,2025-03-25 14:28:17,PO-0001469,1000
Yummi Karma - Birthday Cake Tincture 1000mg,2025-02-24 14:52:47,PO-0001368,72
Yummi Karma - Birthday Cake Tincture 1000mg,2025-02-17 12:17:17,PO-0001343,48
West Coast Cure - Gas OG Live Resin Disposable 1g,2025-02-26 13:22:49,PO-0001377,250
Plug Play - Exotics Kiwi Burst 1g,2025-03-13 11:27:22,PO-0001425,80
Plug Play - Exotics Kiwi Burst 1g,2025-04-24 12:52:45,PO-0001571,80
Plug Play - Exotics Kiwi Burst 1g,2025-04-03 14:44:35,PO-0001508,140
Plug Play - Exotics Kiwi Burst 1g,2025-02-27 13:58:38,PO-0001380,240
Lime - Blue Dream Infused Lil' Limes Preroll 5pk 3g,2025-01-20 14:22:21,PO-0001236,40
Lime - Blue Dream Infused Lil' Limes Preroll 5pk 3g,2025-04-03 12:48:19,PO-0001506,455
Stiiizy - Rose Gold Battery,2025-01-31 12:07:07,PO-0001277,80
Presidential - Apriscotti Moxie Blunt 1.5g,2025-01-29 9:59:00,PO-0001266,510
West Coast Cure - Strawberry n' Sugar Live Resin Vape 1g,2025-02-12 10:20:00,PO-0001326,150
West Coast Cure - Strawberry n' Sugar Live Resin Vape 1g,2025-02-26 13:22:49,PO-0001377,50
West Coast Cure - Strawberry n' Sugar Live Resin Vape 1g,2025-03-26 18:08:08,PO-0001474,600
Gold Color Silicon Dab Tool,2025-04-06 14:53:28,PO-0001520,1000
Presidential - Apriscotti Moxie Blunt 1.5g,2025-03-31 14:14:54,PO-0001484,540
Cizi - Sample - King Louie Preroll 1g,2025-01-20 10:02:32,PO-0001234,100
Cizi - Sample - King Louie Preroll 1g,2025-03-26 9:14:58,PO-0001470,50
Camino - Tropical Burst Sour Gummies 2:1 THCv 100mg,2025-03-13 11:28:06,PO-0001426,220
Stiiizy - Hawaiian Snow Liquid Diamonds Pod 1g,2025-02-14 9:04:49,PO-0001337,30
Papa & Barkley - Releaf Transdermal Patch CBD/THC 1:1 30mg,2025-03-28 15:31:04,PO-0001479,30
Papa & Barkley - Releaf Transdermal Patch CBD/THC 1:1 30mg,2025-03-05 14:15:59,PO-0001398,30
Papa & Barkley - Releaf Transdermal Patch CBD/THC 1:1 30mg,2025-01-10 13:56:58,PO-0001210,20
Papa & Barkley - Releaf Transdermal Patch CBD/THC 1:1 30mg,2025-04-10 15:47:56,PO-0001533,20
West Coast Cure - E85 Premium Bag 3.5g,2025-02-18 11:30:36,PO-0001352,320
Papa & Barkley - Releaf Transdermal Patch CBD/THC 1:1 30mg,2025-03-19 14:39:54,PO-0001447,50
Papa & Barkley - Releaf Transdermal Patch CBD/THC 1:1 30mg,2025-03-12 13:22:45,PO-0001422,20
Lime - Sativa Preroll 1g,2025-01-30 11:51:05,PO-0001271,1000
Lime - Sativa Preroll 1g,2025-03-18 12:16:37,PO-0001436,500
Lime - Sample - Fruit Punch Live Resin Syrup 1000mg,2025-01-30 11:51:05,PO-0001271,10
Jeeter - Mimosa Liquid Diamonds Vape 1g,2025-01-27 8:46:15,PO-0001253,600
Side Hustle - Skywalker OG Vape 1g,2025-04-21 13:52:28,PO-0001561,80
Side Hustle - Skywalker OG Vape 1g,2025-01-27 12:12:29,PO-0001255,400
Side Hustle - Skywalker OG Vape 1g,2025-02-10 16:48:59,PO-0001324,150
Side Hustle - Skywalker OG Vape 1g,2025-03-31 15:17:06,PO-0001486,600
Lime - Sample - Pineapple Live Resin Syrup 1000mg,2025-01-30 11:51:05,PO-0001271,10
Side Hustle - Skywalker OG Vape 1g,2025-04-14 11:46:55,PO-0001544,80
Lime - Sample - Pineapple Live Resin Syrup 1000mg,2025-04-25 12:20:27,PO-0001582,10
Lime - Sample - Fruit Punch Live Resin Syrup 1000mg,2025-03-13 14:39:43,PO-0001429,10
Lime - Sample - Blue Dream Infused Lil' Limes Preroll 5pk 3g,2025-01-20 14:22:21,PO-0001236,10
Stiiizy - Skywalker Pod 1g,2025-04-01 15:45:38,PO-0001494,700
Stiiizy - Skywalker Pod 1g,2025-03-12 10:08:33,PO-0001420,500
Stiiizy - Skywalker Pod 1g,2025-02-25 14:31:57,PO-0001373,530
Stiiizy - Skywalker Pod 1g,2025-01-31 10:54:33,PO-0001275,300
Lime - Sample - Fruit Punch Live Resin Syrup 1000mg,2025-04-03 12:31:55,PO-0001505,10
West Coast Cure - Watermelon Zlushie Vape 1g,2025-01-22 16:54:58,PO-0001249,360
Lime - Sample - Fruit Punch Live Resin Syrup 1000mg,2025-04-25 12:20:27,PO-0001582,10
West Coast Cure - Watermelon Zlushie Vape 1g,2025-02-04 15:52:41,PO-0001288,130
Stiiizy - Skywalker Pod 1g,2025-01-22 10:20:28,PO-0001245,120
Lime - Sample - Fruit Punch Live Resin Syrup 1000mg,2025-03-18 12:24:00,PO-0001437,10
Stiiizy - Skywalker Pod 1g,2025-03-21 13:40:13,PO-0001455,700
Uncle Arnie's - Zen Green Tea 10mg,2025-03-18 15:19:39,PO-0001443,72
Uncle Arnie's - Zen Green Tea 10mg,2025-02-07 8:36:04,PO-0001295,96
Uncle Arnie's - Zen Green Tea 10mg,2025-04-02 11:31:22,PO-0001497,96
Side Hustle - Papaya Bomb Live Resin Vape 1g,2025-03-25 9:10:44,PO-0001465,180
Uncle Arnie's - Zen Green Tea 10mg,2025-03-03 16:22:11,PO-0001391,144
Side Hustle - Papaya Bomb Live Resin Vape 1g,2025-02-24 14:52:47,PO-0001368,100
WVY - Pineapple Gas Budder 1g,2025-04-02 11:49:22,PO-0001499,480
WVY - Pineapple Gas Budder 1g,2025-03-14 10:14:34,PO-0001430,300
Rove - Strawberry Cough RTU Reload Live Resin Diamonds Pod 1g,2025-01-07 11:57:39,PO-0001199,300
Side Hustle - Papaya Bomb Live Resin Vape 1g,2025-03-17 13:29:29,PO-0001434,40
Rove - Strawberry Cough RTU Reload Live Resin Diamonds Pod 1g,2025-04-16 14:40:37,PO-0001553,30
Rove - Strawberry Cough RTU Reload Live Resin Diamonds Pod 1g,2025-02-11 12:17:32,PO-0001325,250
Side Hustle - Papaya Bomb Live Resin Vape 1g,2025-03-03 15:05:57,PO-0001388,60
Rove - Strawberry Cough RTU Reload Live Resin Diamonds Pod 1g,2025-03-29 12:17:24,PO-0001481,100
Rove - Strawberry Cough RTU Reload Live Resin Diamonds Pod 1g,2025-03-12 12:52:03,PO-0001421,380
Uncle Arnie's - Zen Green Tea 10mg,2025-03-13 11:07:43,PO-0001427,96
Side Hustle - Papaya Bomb Live Resin Vape 1g,2025-04-21 13:52:28,PO-0001561,30
Side Hustle - Papaya Bomb Live Resin Vape 1g,2025-02-17 12:17:17,PO-0001343,120
Rove - Strawberry Cough RTU Reload Live Resin Diamonds Pod 1g,2025-02-25 13:24:52,PO-0001372,400
West Coast Cure - Tropical Breeze Vape 1g,2025-04-18 9:09:08,PO-0001557,100
Presidential - Tropical Preroll 1g,2025-03-19 12:45:59,PO-0001445,50
Kurvana - Papaya Hills ASCND 1g,2025-02-04 13:20:37,PO-0001286,130
Presidential - Tropical Preroll 1g,2025-02-26 15:57:18,PO-0001378,120
Kurvana - Papaya Hills ASCND 1g,2025-03-19 11:50:26,PO-0001444,220
Presidential - Tropical Preroll 1g,2025-02-14 13:42:57,PO-0001340,20
Presidential - Tropical Preroll 1g,2025-01-29 9:59:00,PO-0001266,160
West Coast Cure - Maui Waui Vape 1g,2025-01-22 16:54:58,PO-0001249,10
West Coast Cure - Maui Waui Vape 1g,2025-01-22 16:54:58,PO-0001249,80
West Coast Cure - Maui Waui Vape 1g,2025-03-26 18:08:08,PO-0001474,450
Presidential - Skywalker Rove Blunt 1.5g,2025-01-29 9:59:00,PO-0001266,480
Presidential - Skywalker Rove Blunt 1.5g,2025-02-26 15:57:18,PO-0001378,700
Presidential - Skywalker Rove Blunt 1.5g,2025-03-19 12:45:59,PO-0001445,730
Presidential - Skywalker Rove Blunt 1.5g,2025-02-14 13:42:57,PO-0001340,160
Stiiizy - Pink Acai 40's Mini Infused Blunts 5pk,2025-01-22 10:20:28,PO-0001245,750
Stiiizy - Pink Acai 40's Mini Infused Blunts 5pk,2025-04-01 15:45:38,PO-0001494,150
Bear Labs - Strawberry Lemoncane Live Rosin 1g,2025-01-14 15:43:04,PO-0001216,120
Uncle Arnie's - Zen Green Tea 10mg,2025-02-24 11:39:27,PO-0001365,96
Plug Play - Exotics Melon Dew 1g,2025-01-30 12:10:03,PO-0001273,120
Uncle Arnie's - Zen Green Tea 10mg,2025-03-24 10:53:37,PO-0001459,288
Camino - Blackberry Sours Cbn Gummies 1:1:1 Thc:Cbd:Cbn 100mg,2025-03-24 14:20:00,PO-0001461,1300
Uncle Arnie's - Zen Green Tea 10mg,2025-02-03 10:41:33,PO-0001279,240
Uncle Arnie's - Zen Green Tea 10mg,2025-01-07 10:20:49,PO-0001198,408
Camino - Blackberry Sours Cbn Gummies 1:1:1 Thc:Cbd:Cbn 100mg,2025-02-13 13:24:04,PO-0001334,800
Side Hustle - Ice Berry Disposable 1g,2025-03-25 9:10:44,PO-0001465,200
Side Hustle - Ice Berry Disposable 1g,2025-04-14 9:23:53,PO-0001542,40
Side Hustle - Ice Berry Disposable 1g,2025-03-10 16:03:57,PO-0001411,100
Side Hustle - Ice Berry Disposable 1g,2025-04-14 11:46:55,PO-0001544,100
Side Hustle - Ice Berry Disposable 1g,2025-04-21 13:52:28,PO-0001561,60
Side Hustle - Ice Berry Disposable 1g,2025-03-03 15:05:57,PO-0001388,200
Jeeter - Granddaddy Purp Infused XL Preroll 2g,2025-03-25 14:28:17,PO-0001469,300
Blem - Unruly OG 3.5g,2025-02-25 12:25:24,PO-0001371,169
Blem - Unruly OG 3.5g,2025-02-25 12:25:24,PO-0001371,23
Outrun - Razzmatazz 7g,2025-02-10 16:03:47,PO-0001323,627
Camino - Blackberry Sours Cbn Gummies 1:1:1 Thc:Cbd:Cbn 100mg,2025-04-01 11:21:50,PO-0001492,500
Camino - Blackberry Sours Cbn Gummies 1:1:1 Thc:Cbd:Cbn 100mg,2025-04-17 10:34:04,PO-0001554,400
Camino - Blackberry Sours Cbn Gummies 1:1:1 Thc:Cbd:Cbn 100mg,2025-03-13 11:28:06,PO-0001426,800
Camino - Blackberry Sours Cbn Gummies 1:1:1 Thc:Cbd:Cbn 100mg,2025-02-24 13:53:57,PO-0001366,220
Camino - Blackberry Sours Cbn Gummies 1:1:1 Thc:Cbd:Cbn 100mg,2025-03-03 16:12:15,PO-0001390,280
Blem - Unruly OG 3.5g,2025-03-10 11:50:41,PO-0001406,384
Camino - Blackberry Sours Cbn Gummies 1:1:1 Thc:Cbd:Cbn 100mg,2025-03-18 15:10:43,PO-0001442,780
Blem - Unruly OG 3.5g,2025-02-13 9:54:01,PO-0001331,38
Blem - Unruly OG 3.5g,2025-02-18 11:04:32,PO-0001349,448
Blem - Unruly OG 3.5g,2025-02-13 9:54:01,PO-0001331,90
Blem - Unruly OG 3.5g,2025-03-24 14:45:38,PO-0001462,64
Camino - Blackberry Sours Cbn Gummies 1:1:1 Thc:Cbd:Cbn 100mg,2025-02-03 11:06:47,PO-0001280,500
Pretty Dope - Pink Ice Disposable 1g,2025-03-31 15:17:06,PO-0001486,220
Pretty Dope - Pink Ice Disposable 1g,2025-04-14 9:23:53,PO-0001542,200
Pretty Dope - Pink Ice Disposable 1g,2025-03-03 15:05:57,PO-0001388,260
Uncle Arnie's - Sample - Strawberry Soda 100mg,2025-02-07 13:57:33,PO-0001318,120
Bear Labs - Madd Peaches Tier 3 Live Rosin 1g,2025-02-05 16:13:23,PO-0001291,100
Presidential - Skywalker Rove Preroll 1g,2025-03-19 12:45:59,PO-0001445,310
Jeeter - Breakthrough Infused Preroll 0.5g,2025-03-24 11:28:09,PO-0001460,50
Uncle Arnie's - Zen Green Tea 10mg,2025-04-22 16:47:13,PO-0001567,72
Kurvana - Orange Cookies ASCND 1g,2025-03-19 11:50:26,PO-0001444,120
Kurvana - Orange Cookies ASCND 1g,2025-02-04 13:20:37,PO-0001286,250
Kurvana - Orange Cookies ASCND 1g,2025-01-16 8:42:42,PO-0001224,140
Camino - Mango Serenity Gummies 1:1 CBD 100mg,2025-04-17 10:34:04,PO-0001554,300
Camino - Mango Serenity Gummies 1:1 CBD 100mg,2025-04-01 11:21:50,PO-0001492,200
Camino - Mango Serenity Gummies 1:1 CBD 100mg,2025-03-03 16:12:15,PO-0001390,140
Vuze - Kobra Lips Live Resin Vape 1g,2025-01-06 16:08:43,PO-0001195,50
Camino - Mango Serenity Gummies 1:1 CBD 100mg,2025-03-13 11:28:06,PO-0001426,360
Camino - Mango Serenity Gummies 1:1 CBD 100mg,2025-03-18 15:10:43,PO-0001442,120
Camino - Mango Serenity Gummies 1:1 CBD 100mg,2025-02-24 13:53:57,PO-0001366,400
Dr. Norm's - MAX Chocolate Chip Cookie 100mg,2025-02-17 11:56:57,PO-0001341,24
Dr. Norm's - MAX Chocolate Chip Cookie 100mg,2025-02-26 11:59:02,PO-0001375,96
Camino - Mango Serenity Gummies 1:1 CBD 100mg,2025-03-24 14:20:00,PO-0001461,600
Lime - Sample - Green Apple Live Resin Syrup 1000mg,2025-04-03 12:31:55,PO-0001505,10
Lime - Sample - Green Apple Live Resin Syrup 1000mg,2025-02-14 11:24:17,PO-0001339,10
Dr. Norm's - MAX Chocolate Chip Cookie 100mg,2025-03-17 11:15:43,PO-0001431,24
Dr. Norm's - MAX Chocolate Chip Cookie 100mg,2025-04-03 9:57:41,PO-0001504,24
Dr. Norm's - MAX Chocolate Chip Cookie 100mg,2025-04-17 12:54:57,PO-0001555,84
Uncle Arnie's - Zen Green Tea 10mg,2025-01-17 10:35:21,PO-0001230,264
Dr. Norm's - MAX Chocolate Chip Cookie 100mg,2025-01-21 10:43:34,PO-0001242,108
Dr. Norm's - MAX Chocolate Chip Cookie 100mg,2025-02-05 10:27:13,PO-0001289,60
Kurvana - Jet Fuel ASCND 1g,2025-02-27 11:25:27,PO-0001379,150
Traditional - OG 3.5g,2025-04-02 14:40:03,PO-0001503,608
Stiiizy - Blue Dream Pod 1g,2025-02-14 9:04:49,PO-0001337,140
Stiiizy - Blue Dream Pod 1g,2025-04-01 15:45:38,PO-0001494,400
Stiiizy - Blue Dream Pod 1g,2025-01-22 10:20:28,PO-0001245,280
VUZE - Gelato 41 Live Resin Vape 1g,2025-01-30 11:17:13,PO-0001270,60
Stiiizy - Blue Dream Pod 1g,2025-01-16 12:02:55,PO-0001226,60
Stiiizy - Blue Dream Pod 1g,2025-01-31 10:54:33,PO-0001275,300
Stiiizy - Blue Dream Pod 1g,2025-03-12 10:08:33,PO-0001420,300
Stiiizy - Blue Dream Pod 1g,2025-03-21 13:40:13,PO-0001455,600
Bear Labs - Samples - Tangie x Romulan Budder 1g,2025-03-20 15:27:40,PO-0001451,5
Presidential - Skywalker Rove Preroll 1g,2025-02-26 15:57:18,PO-0001378,500
Stiiizy - Blue Dream Pod 1g,2025-02-25 14:31:57,PO-0001373,230
Presidential - Skywalker Rove Preroll 1g,2025-03-31 14:14:54,PO-0001484,820
Jeeter - Guava Burst Baby Infused Baby Preroll 5pk 2.5g,2025-02-28 14:53:10,PO-0001385,900
Jeeter - Guava Burst Baby Infused Baby Preroll 5pk 2.5g,2025-01-27 8:46:15,PO-0001253,900
Almora - Sample - Sriracha Canna-Corn 100mg,2025-04-04 15:15:35,PO-0001509,3
Block Party - Alien OG 28g,2025-01-27 15:36:23,PO-0001258,629
Block Party - Skywalker OG 28g,2025-04-07 17:26:59,PO-0001524,468
Fog City Farms - Santa Cruz Dream 3.5g,2025-03-25 8:58:46,PO-0001464,224
Flavorade - Jelly Cake Vape 1g,2025-03-11 12:30:04,PO-0001417,140
Fog City Farms - Hashburger Smalls 7g,2025-04-05 11:51:48,PO-0001510,128
Fog City Farms - Hashburger Smalls 7g,2025-01-28 8:10:17,PO-0001261,160
